referrer,views_total,views_unique
gorm.io,741,387
Google,371,221
github.com,137,67
pkg.go.dev,40,29
learnku.com,12,8
Baidu,8,6
yandex.ru,8,5
cn.bing.com,8,4
DuckDuckGo,7,5
Bing,4,4
